vertex ID,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
882,3767,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6704
883,3776,55-65,1,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,6709
884,3783,55-65,0,0-10000,Le Bic,Bas-Saint-Laurent,,G0L,108,6677
885,3784,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6678
886,3785,55-65,0,0,Sherbrooke,Estrie,Brompton,J1C,109,6681
887,3797,55-65,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6700
888,3798,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2K,114,6669
889,3800,55-65,1,50001-,Saint-Bruno-de-Montarville,Montérégie,,J3V,115,6671
890,3802,18-30,0,0,Baie-Comeau,Côte-Nord,,G4Z,117,6665
891,3807,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,6657
892,3811,55-65,0,0,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1Y,2,6661
893,3814,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6664
894,3815,55-65,1,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,6696
895,3820,55-65,1,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,6651
896,3828,55-65,0,10001-20000,Québec,Capitale-Nationale,Beauport,G0E,2,6643
897,3829,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,6644
898,3838,55-65,0,50001-,Sherbrooke,Estrie,Fleurimont,J1G,109,6626
899,3843,18-30,0,0-10000,Rimouski,Bas-Saint-Laurent,,G8L,108,6632
900,3851,55-65,0,10001-20000,Montréal,Montréal,Saint-Léonard,H1S,114,6614
901,3862,55-65,0,0-10000,Notre-Dame-du-Mont-Carmel,Mauricie,,G0X,92,6603
902,3866,18-30,0,10001-20000,Saint-Fabien,Bas-Saint-Laurent,,G0L,108,6594
903,3872,55-65,0,10001-20000,Montréal,Montréal,Ville-Marie,H2K,88,6595
904,3875,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,6598
905,3878,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,6586
906,3881,55-65,0,10001-20000,Baie-Comeau,Côte-Nord,,G4Z,117,6577
907,3882,18-30,0,0-10000,Baie-Comeau,Côte-Nord,,G5C,117,6578
908,3883,55-65,0,30001-50000,Baie-Comeau,Côte-Nord,,G5C,117,6579
909,3888,55-65,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,6575
910,3895,55-65,0,30001-50000,Montréal,Montréal,Le Plateau-Mont-Royal,H2J,114,6552
911,3896,55-65,0,0-10000,Montréal,Montréal,Le Plateau-Mont-Royal,H1W,114,6553
912,3900,55-65,1,50001-,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2P,114,6557
913,3915,55-65,1,50001-,Saint-Alban,Capitale-Nationale,,G0A,111,6580
914,3916,55-65,0,50001-,Shawinigan,Mauricie,,G9N,92,6542
915,3920,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1T,104,6546
916,3921,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6572
917,3925,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,6540
918,3926,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,6541
919,3930,55-65,0,30001-50000,Sherbrooke,Estrie,Brompton,J1C,109,6602
920,3933,18-30,0,0-10000,Baie-Comeau,Côte-Nord,,G5C,117,6522
921,3934,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6523
922,3936,55-65,0,0,Québec,Capitale-Nationale,Beauport,G1E,2,6525
923,3947,55-65,0,50001-,Pointe-Lebel,Côte-Nord,,G0H,117,6515
924,3949,55-65,0,30001-50000,Saint-Constant,Montérégie,,J5A,115,6517
925,3958,55-65,0,20001-30000,Saint-Bruno-de-Montarville,Montérégie,,J3V,115,6534
926,3960,55-65,0,10001-20000,Donnacona,Capitale-Nationale,,G3M,111,6498
927,3964,55-65,0,0,Montréal,Montréal,Montréal-Nord,H1E,113,6502
928,3968,18-30,1,0,Sherbrooke,Estrie,Brompton,J0R,109,6496
929,3970,55-65,1,30001-50000,Mirabel,Laurentides,,J7J,104,6493
930,3976,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6486
931,3992,18-30,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6479
932,3993,55-65,1,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1L,88,6480
933,3996,55-65,1,0-10000,Sherbrooke,Estrie,Fleurimont,J1E,109,6463
934,3999,18-30,1,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,6467
935,4017,55-65,1,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,6465
936,4019,55-65,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,6454
937,4020,55-65,1,0-10000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1T,2,6444
938,4022,18-30,1,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,6443
939,4023,55-65,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,6456
940,4026,18-30,0,0-10000,Baie-Comeau,Côte-Nord,,G5C,117,6436
941,4027,55-65,1,10001-20000,Baie-Comeau,Côte-Nord,,G4Z,117,6437
942,4033,55-65,1,20001-30000,Baie-Comeau,Côte-Nord,,G4Z,117,6420
943,4050,55-65,1,50001-,Baie-Comeau,Côte-Nord,,G5C,117,6419
944,4064,18-30,1,20001-30000,Baie-Comeau,Côte-Nord,,G5C,117,6390
945,4081,55-65,0,0-10000,Saint-Ulric,Bas-Saint-Laurent,,G0J,110,6383
946,4086,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,6362
947,4088,55-65,1,20001-30000,Kingsbury,Estrie,,J0B,114,6364
948,4099,55-65,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,6375
949,4100,55-65,1,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1M,114,6376
950,4102,55-65,0,50001-,Baie-Comeau,Côte-Nord,,G4Z,117,6378
951,4107,55-65,0,0-10000,Neuville,Capitale-Nationale,,G0A,111,6388
952,4109,55-65,0,30001-50000,Québec,Capitale-Nationale,Charlesbourg,G1H,2,6348
953,4115,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6358
954,4116,18-30,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Y,86,6342
955,4119,55-65,0,0-10000,Baie-Comeau,Côte-Nord,,G5C,117,6345
956,4122,55-65,1,10001-20000,Brossard,Montérégie,,J4W,115,6349
957,4126,55-65,0,30001-50000,Saint-Casimir,Capitale-Nationale,,G0A,111,6346
958,4132,55-65,0,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,6338
959,4134,55-65,0,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6333
960,4140,18-30,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6330
961,4142,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,6323
962,4147,55-65,0,0-10000,Audet,Estrie,,G0Y,112,6320
963,4148,55-65,0,0-10000,Lac-Mégantic,Estrie,,G6B,112,6321
964,4163,55-65,0,20001-30000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,6306
965,4164,55-65,1,50001-,Sherbrooke,Estrie,Mont-Bellevue,J1N,109,6307
966,4168,55-65,1,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8T,86,6302
967,4170,55-65,1,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2G,114,6284
968,4177,55-65,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,6291
969,4180,55-65,0,0-10000,Montréal,Montréal,Saint-Léonard,H1T,114,6294
970,4181,55-65,1,0,Rimouski,Bas-Saint-Laurent,,G5N,108,6296
971,4198,55-65,0,30001-50000,Pont-Rouge,Capitale-Nationale,,G3H,111,6300
972,4202,18-30,1,20001-30000,Québec,Capitale-Nationale,Les Rivières,G1M,2,6266
973,4209,55-65,0,50001-,Rimouski,Bas-Saint-Laurent,,G5L,108,6262
974,4213,55-65,1,30001-50000,Montréal,Montréal,Montréal-Nord,H1G,113,6253
975,4214,55-65,0,50001-,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1Y,2,6246
976,4215,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6249
977,4221,18-30,0,0,Montréal,Montréal,Outremont,H2V,88,6245
978,4228,55-65,1,10001-20000,Québec,Capitale-Nationale,Beauport,G1E,2,6240
979,4231,55-65,0,20001-30000,Baie-Comeau,Côte-Nord,,G5C,117,6226
980,4232,55-65,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,118,6227
981,4238,55-65,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,108,6260
982,4244,55-65,1,50001-,Baie-Comeau,Côte-Nord,,G4Z,117,6218
983,4246,55-65,0,0,Matane,Bas-Saint-Laurent,,G4W,110,6242
984,4250,55-65,0,30001-50000,Sainte-Félicité,Bas-Saint-Laurent,,G0J,110,6256
985,4261,55-65,0,20001-30000,Longueuil,Montérégie,Le Vieux-Longueuil,J4K,115,6224
986,4262,55-65,0,30001-50000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8V,86,6199
987,4266,55-65,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,6196
988,4268,55-65,1,20001-30000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,6198
989,4274,55-65,0,20001-30000,Montréal,Montréal,Le Sud-Ouest,H3J,114,6187
990,4276,55-65,0,20001-30000,Laval,Laval,,H7H,114,6189
991,4280,18-30,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6204
992,4281,55-65,1,50001-,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Y,86,6180
993,4282,55-65,0,50001-,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,6181
994,4284,55-65,1,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6194
995,4287,18-30,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6178
996,4297,18-30,1,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6164
997,4298,55-65,1,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6165
998,4301,55-65,0,30001-50000,Québec,Capitale-Nationale,Charlesbourg,G1H,2,6168
999,4303,55-65,1,10001-20000,Saint-Augustin-de-Woburn,Estrie,,G0Y,112,6170
1000,4307,55-65,0,30001-50000,Shawinigan,Mauricie,,G9R,92,6159
1001,4310,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,6155
1002,4313,55-65,0,10001-20000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,86,6160
1003,4315,55-65,0,30001-50000,Québec,Capitale-Nationale,Charlesbourg,G1G,2,6162
1004,4317,55-65,0,20001-30000,Frontenac,Estrie,,G6B,112,6152
1005,4318,55-65,0,50001-,Montréal-Est,Montréal,,H1L,117,6153
1006,4319,55-65,0,20001-30000,Montréal,Montréal,Ville-Marie,H2K,88,6154
1007,4320,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,6151
1008,4321,55-65,0,10001-20000,Trois-Rivières,Mauricie,Saint-Louis de France,G8W,92,6140
1009,4328,55-65,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G5N,108,6149
1010,4338,55-65,0,20001-30000,Stratford,Estrie,,G0Y,112,6145
1011,4339,55-65,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,6134
1012,4342,55-65,1,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,6124
1013,4344,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6133
1014,4346,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6116
1015,4348,55-65,0,0,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,6118
1016,4352,55-65,0,20001-30000,Sainte-Angèle-de-Mérici,Bas-Saint-Laurent,,G0J,108,6107
1017,4355,18-30,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,6110
1018,4356,55-65,1,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,88,6111
1019,4362,55-65,1,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,6129
1020,4365,55-65,1,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6092
1021,4377,55-65,0,20001-30000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,6104
1022,4378,55-65,0,0,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,8505
1023,4379,55-65,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,6091
1024,4382,55-65,1,10001-20000,Chambly,Montérégie,,J3L,88,6087
1025,4384,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,6106
1026,4385,55-65,1,10001-20000,Lac-Drolet,Estrie,,G0Y,112,6083
1027,4386,55-65,1,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,114,6084
1028,4387,55-65,0,0-10000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8Y,86,6085
1029,4388,55-65,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,6086
1030,4389,55-65,0,30001-50000,Montréal,Montréal,Verdun,H4H,115,6105
1031,4396,55-65,0,10001-20000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,86,6072
1032,4397,55-65,1,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H2Y,88,6073
1033,4400,55-65,1,50001-,Montréal,Montréal,Outremont,H1V,114,6076
1034,4401,55-65,1,0,Québec,Capitale-Nationale,Les Rivières,G2C,2,6065
1035,4403,55-65,0,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J4H,115,6077
1036,4412,18-30,1,0-10000,Québec,Capitale-Nationale,Charlesbourg,G1H,2,6062
1037,4413,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,6063
1038,4419,55-65,0,50001-,Marston,Estrie,,G0Y,112,6052
1039,4424,55-65,0,30001-50000,Montréal,Montréal,Saint-Léonard,H1V,113,6035
1040,4428,55-65,1,20001-30000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Y,86,6039
1041,4436,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,6047
1042,4449,55-65,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1N,2,6025
1043,4450,55-65,0,10001-20000,Montréal,Montréal,Montréal-Nord,H4N,113,6026
1044,4457,55-65,0,0,Montréal,Montréal,Montréal-Nord,H1G,113,6013
1045,4458,55-65,0,10001-20000,Notre-Dame-du-Mont-Carmel,Mauricie,,G0X,86,9053
1046,4464,55-65,0,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,6005
1047,4472,55-65,0,20001-30000,Laval,Laval,,H7N,104,6000
1048,4476,55-65,0,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,5987
1049,4480,18-30,0,0-10000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,5983
1050,4485,55-65,0,0-10000,Shawinigan,Mauricie,,G9N,92,5978
1051,4491,18-30,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2A,114,5954
1052,4493,55-65,0,30001-50000,Notre-Dame-du-Mont-Carmel,Mauricie,,G0X,92,5964
1053,4494,55-65,0,30001-50000,Trois-Rivières,Mauricie,Pointe du Lac,G9B,86,5965
1054,4515,55-65,1,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,5956
1055,4522,55-65,0,50001-,Québec,Capitale-Nationale,Les Rivières,G1P,2,5950
1056,4524,55-65,0,0-10000,Saint-Raymond,Capitale-Nationale,,G3L,111,5943
1057,4528,55-65,0,10001-20000,Saint-Jean-Baptiste,Montérégie,,J0L,115,5947
1058,4535,55-65,1,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J4K,115,5935
1059,4536,55-65,0,0-10000,Saint-Casimir,Capitale-Nationale,,G0A,111,5931
1060,4548,55-65,0,0-10000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,92,5900
1061,4551,55-65,0,0-10000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,86,5903
1062,4572,18-30,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,5893
1063,4576,55-65,0,0-10000,Sherbrooke,Estrie,Fleurimont,J1E,109,5898
1064,4577,55-65,1,10001-20000,Sherbrooke,Estrie,Fleurimont,J1E,109,5899
1065,4582,55-65,1,10001-20000,Lambton,Estrie,,G0Y,112,5886
1066,4590,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,5874
1067,4593,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,5881
1068,4595,55-65,0,50001-,Rimouski,Bas-Saint-Laurent,,G5L,108,5877
1069,4596,55-65,0,50001-,Rimouski,Bas-Saint-Laurent,,G5L,108,5878
1070,4597,55-65,1,10001-20000,Rimouski,Bas-Saint-Laurent,,G0L,108,5879
1071,4599,55-65,0,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4H,115,5867
1072,4611,55-65,0,10001-20000,Terrebonne,Lanaudière,,J6W,104,5863
1073,4612,55-65,1,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,5864
1074,4613,55-65,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,5865
1075,4614,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,5866
1076,4617,55-65,0,20001-30000,Trois-Rivières,Mauricie,Trois-Rivières Ouest,G8Y,86,5843
1077,4623,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,5850
1078,4628,55-65,1,30001-50000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,5858
1079,4639,55-65,1,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J0L,115,5831
1080,4642,55-65,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,108,5848
1081,4650,55-65,1,10001-20000,Saint-Marc-des-Carrières,Capitale-Nationale,,G0A,111,5817
1082,4653,55-65,1,10001-20000,Montréal,Montréal,Rivière-des-Prairies--Pointe-aux-Trembles,H1E,113,5810
1083,4654,55-65,1,10001-20000,Montréal,Montréal,Ahuntsic-Cartierville,H2B,104,5811
1084,4657,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1S,114,5802
1085,4674,55-65,1,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,5798
1086,4681,55-65,0,0,Montréal,Montréal,Saint-Léonard,H1R,104,5780
1087,4684,55-65,1,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,5783
1088,4687,55-65,0,0-10000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1X,2,5786
1089,4690,55-65,0,30001-50000,Montréal,Montréal,Rivière-des-Prairies--Pointe-aux-Trembles,H1C,104,5794
1090,4692,55-65,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,5776
1091,4694,55-65,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,5777
1092,4700,18-30,1,0,Trois-Rivières,Mauricie,Trois-Rivières Ouest,G8Y,86,5763
1093,4702,55-65,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,5772
1094,4703,55-65,0,20001-30000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,5774
1095,4706,55-65,0,50001-,Rimouski,Bas-Saint-Laurent,,G5L,108,5800
1096,4707,55-65,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,5758
1097,4716,18-30,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,5755
1098,4718,55-65,1,30001-50000,Saint-Raymond,Capitale-Nationale,,G3L,111,5751
1099,4720,55-65,0,50001-,Deschambault-Grondines,Capitale-Nationale,,G0A,111,5744
1100,4727,55-65,1,0,Saint-Barnabé,Mauricie,,G0X,92,5738
1101,4731,55-65,0,0-10000,Québec,Capitale-Nationale,Les Rivières,G2A,2,5743
1102,4738,55-65,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,5728
1103,4741,55-65,0,0,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,5731
1104,4747,55-65,0,30001-50000,Saint-Augustin-de-Desmaures,Capitale-Nationale,,G3A,111,5718
1105,4753,55-65,0,20001-30000,Victoriaville,Centre-du-Québec,,G6P,114,5703
1106,4754,18-30,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,5704
1107,4758,55-65,0,50001-,Montréal-Est,Montréal,,H1E,114,5708
1108,4761,18-30,0,0-10000,Rimouski,Bas-Saint-Laurent,,G4L,108,5711
1109,4762,55-65,0,0-10000,Shawinigan,Mauricie,,G9N,92,5712
1110,4768,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,5700
1111,4773,18-30,0,20001-30000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,5698
1112,4776,55-65,1,20001-30000,Saint-Ludger,Estrie,,G0M,112,5723
1113,4781,55-65,0,50001-,Saint-Mathias-sur-Richelieu,Montérégie,,J3L,115,5693
1114,4782,55-65,0,50001-,Longueuil,Montérégie,Le Vieux-Longueuil,J4M,115,5694
1115,4787,55-65,0,50001-,Saint-Ubalde,Capitale-Nationale,,G0A,111,5680
1116,4798,18-30,0,0-10000,Montréal,Montréal,Saint-Léonard,H1R,88,5676
1117,4799,55-65,1,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,5677
1118,4800,55-65,0,50001-,Montréal,Montréal,Saint-Léonard,H1P,88,5678
1119,4812,55-65,0,0,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,86,5660
1120,4814,55-65,1,50001-,Neuville,Capitale-Nationale,,G0A,111,5652
1121,4820,55-65,1,50001-,Cowansville,Montérégie,,J2K,115,5663
1122,4825,55-65,0,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,5639
1123,4837,55-65,0,0-10000,Lambton,Estrie,,G0M,112,5627
1124,4839,55-65,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,5629
1125,4846,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,5636
1126,4860,18-30,0,10001-20000,Otterburn Park,Montérégie,,J3H,115,5620
1127,4864,55-65,1,50001-,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,5606
1128,4865,55-65,0,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4H,115,5607
1129,4868,55-65,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,5601
1130,4869,55-65,1,50001-,Matane,Bas-Saint-Laurent,,G4W,110,5602
1131,4871,55-65,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,5609
1132,4880,55-65,0,0,Lac-Drolet,Estrie,,G0Y,112,5590
1133,4886,55-65,1,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,5596
1134,4901,55-65,1,50001-,Montréal,Montréal,Ville-Marie,H2Y,114,5565
1135,4915,55-65,1,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,5558
1136,4925,55-65,0,30001-50000,Saint-Raymond,Capitale-Nationale,,G3L,111,5547
1137,4929,55-65,0,50001-,Saint-Bruno-de-Montarville,Montérégie,,J3V,115,5549
1138,4940,55-65,1,10001-20000,Laval,Laval,,H7A,113,5530
1139,4957,55-65,1,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,5516
1140,4960,55-65,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1K,88,5507
1141,4961,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,5508
1142,4964,55-65,0,0,Laval,Laval,,H7W,104,5512
1143,4971,55-65,0,30001-50000,Milan,Estrie,,G0Y,112,5501
1144,4976,55-65,0,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,5490
1145,4977,55-65,1,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H2G,114,5491
1146,4992,55-65,0,10001-20000,Lac-Mégantic,Estrie,,G6B,112,5486
1147,5021,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,5452
1148,5025,18-30,0,10001-20000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,A1A,115,5456
1149,5030,55-65,0,50001-,Lac-Drolet,Estrie,,G0Y,112,5444
1150,5036,55-65,0,20001-30000,Deschambault-Grondines,Capitale-Nationale,,G0A,111,5435
1151,5042,55-65,1,10001-20000,Nantes,Estrie,,G6B,112,5412
1152,5049,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,5420
1153,5050,55-65,1,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,5421
1154,5056,55-65,0,10001-20000,Donnacona,Capitale-Nationale,,G3M,111,5427
1155,5060,18-30,1,0-10000,Trois-Rivières,Mauricie,Saint-Louis de France,G8W,86,5404
1156,5068,55-65,1,10001-20000,Québec,Capitale-Nationale,Beauport,G1E,2,5407
1157,5085,55-65,1,50001-,Lanoraie,Lanaudière,,J0K,86,5372
1158,5086,18-30,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,5373
1159,5096,55-65,1,50001-,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1X,2,5383
1160,5097,55-65,0,50001-,Québec,Capitale-Nationale,Charlesbourg,G1H,2,5384
1161,5098,55-65,0,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,5385
1162,5099,55-65,1,50001-,Saint-Léandre,Bas-Saint-Laurent,,G0J,110,5386
1163,5103,55-65,0,50001-,Shawinigan,Mauricie,,G9N,92,5371
1164,5109,55-65,0,30001-50000,Deschambault-Grondines,Capitale-Nationale,,G0A,111,5358
1165,5121,55-65,1,0,Montréal,Montréal,Montréal-Nord,H1G,113,5350
1166,5125,55-65,1,10001-20000,Charette,Mauricie,,G0X,92,5344
1167,5126,55-65,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,108,5345
1168,5134,55-65,0,0-10000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,5330
1169,5140,55-65,0,30001-50000,Deschambault-Grondines,Capitale-Nationale,,G0A,111,5359
1170,5163,55-65,1,30001-50000,Montréal,Montréal,Le Plateau-Mont-Royal,H2X,114,5310
1171,5164,55-65,1,20001-30000,Montréal,Montréal,Montréal-Nord,H1P,113,5306
1172,5165,55-65,0,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,5307
1173,5202,55-65,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,5242
