NoMembre;NoCartier;NoAccorderie;NoPointService;NoTypeCommunication;NoOccupation;NoOrigine;NoSituationMaison;NoProvenance;NoRevenuFamilial;NoArrondissement;NoVille;NoRegion;CodePostal;NoTypeTel1;PosteTel2;NoTypeTel2;NoTypeTel3;AchatRegrouper;PretActif;PretRadier;PretPayer;EtatCompteCourriel;BottinTel;BottinCourriel;MembreActif;MembreConjoint;NoMembreConjoint;Sexe;AnneeNaissance;PrecisezOrigine;MembrePrinc;NomAccorderie;RecevoirCourrielGRP;PasCommunication;TransfereDe
3170;0;88;8;2;5;3;5;2;1;43;66023;6;H1V 1A6;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1970;\N;0;\N;-1;\N;\N
3171;0;88;8;2;4;1;6;2;1;43;66023;6;H1V 3E5;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1968;\N;0;\N;-1;\N;\N
3164;0;92;5;2;4;3;2;6;5;0;36033;4;G9N 1H9;2;;1;3;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1982;\N;0;\N;-1;\N;\N
3165;0;86;4;2;4;1;5;4;4;64;37067;4;G8T 8J4;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1984;\N;0;\N;-1;\N;\N
3166;0;2;1;3;6;2;2;2;2;0;33102;12;G0S 2H0;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1950;\N;0;\N;0;\N;\N
3163;0;104;14;2;5;3;4;4;2;37;66023;6;H1H 3S4;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1971;\N;0;\N;-1;0;\N
3157;0;86;4;3;5;1;2;6;2;64;37067;4;G8T 7J6;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1958;\N;0;\N;0;\N;\N
3158;0;86;4;2;6;2;5;5;3;69;37067;4;G8Y 7R1;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1953;\N;0;\N;-1;0;\N
3159;0;86;4;3;5;1;2;2;2;68;37067;4;G9A 1M7;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1977;\N;0;\N;0;\N;\N
3160;0;86;4;2;7;1;5;2;3;68;37067;4;G9A 1S5;2;;4;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1985;\N;0;\N;-1;\N;\N
3161;0;86;4;3;5;1;2;6;2;0;37210;4;G0X 1A0;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1950;\N;0;\N;0;\N;\N
3162;10;2;1;3;6;1;2;2;2;55;23027;3;G1J 5H4;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1948;\N;0;\N;0;\N;\N
3156;0;86;4;2;7;1;2;4;5;0;37235;4;G0X 3J0;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1954;\N;0;\N;-1;\N;\N
3153;0;2;1;3;5;3;4;6;2;60;23027;3;G1X 3H1;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1962;\N;0;\N;0;0;\N
3154;10;2;1;2;2;1;6;2;4;55;23027;3;G1L 2Z3;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1978;\N;0;\N;-1;\N;\N
3155;0;104;14;1;4;3;3;3;5;40;66023;6;H2L 1L5;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
3151;0;88;8;2;5;3;4;4;2;52;66023;6;H3S 1G6;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1957;\N;0;\N;-1;\N;\N
3152;0;88;8;2;4;1;3;2;2;40;66023;6;H2K 1M4;4;;1;1;-1;-1;\N;\N;\N;-1;-1;0;0;0;0;1981;\N;0;\N;0;0;\N
3150;0;2;1;2;2;3;3;6;2;58;23027;3;G1K 4K6;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1970;\N;0;\N;-1;\N;\N
3149;5;2;1;2;4;2;3;2;3;55;23027;3;G1K 2A8;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1983;\N;0;\N;-1;\N;\N
3148;6;2;1;2;6;1;2;2;3;55;23027;3;G1R 2G1;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1960;\N;0;\N;-1;\N;\N
3146;3;2;1;2;4;3;2;2;5;55;23027;3;G1K 8T2;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1976;\N;0;\N;-1;\N;\N
3147;5;2;1;4;6;1;2;6;2;55;23027;3;G1K 5B3;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1961;\N;0;\N;0;\N;\N
927;0;88;3;1;1;1;1;1;1;37;66023;6;H1H 3S4;\N;\N;\N;\N;\N;\N;\N;\N;\N;-1;-1;-1;0;0;0;0;\N;0;de Mercier-Hochelaga-M. -> Montréal;-1;\N;\N
2434;0;88;8;0;0;0;0;0;0;43;66023;6;H1V 0A8;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;-1;0;0;\N;0;\N;0;de Mercier-Hochelaga-M. -> Mercier-Hochelaga-Maisonneuve;0;\N;\N
3144;0;115;25;2;6;3;2;3;3;15;58227;16;J4H 3R7;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1952;\N;0;\N;-1;\N;\N
3133;3;2;1;2;4;3;2;2;3;55;23027;3;G1K 3R7;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1980;\N;0;\N;-1;\N;\N
3134;0;88;8;2;4;3;5;2;6;40;66023;6;H2L 2W2;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
3135;0;88;8;2;5;1;5;2;2;40;66023;6;H1V 2Z9;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1956;\N;-1;\N;-1;\N;\N
3136;0;2;1;2;2;1;4;4;4;54;23027;3;G1H 7B9;4;;2;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
3137;0;88;8;2;1;1;1;1;1;0;48038;16;J0H 2E0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1977;\N;0;\N;-1;0;\N
3138;0;88;8;2;4;1;5;5;4;43;66023;6;H1W 1N5;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
3139;0;88;8;2;2;1;3;2;2;43;66023;6;H1W 2R7;4;;2;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1989;\N;0;\N;-1;\N;\N
3140;0;88;8;1;1;3;1;1;1;42;66023;6;H2J 3W1;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1980;\N;0;\N;0;\N;\N
3141;0;120;33;2;6;1;2;4;4;0;47047;16;J0E 1Z0;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1955;\N;0;\N;0;0;88
3142;0;88;8;2;5;1;2;5;4;43;66023;6;H1V 2P4;2;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1961;\N;0;\N;-1;0;\N
3143;0;88;8;3;4;3;2;5;5;42;66023;6;H2T 2C1;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1975;\N;0;\N;-1;\N;\N
3145;0;2;6;1;7;1;1;2;1;60;23027;3;G1W 4B3;1;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1957;\N;0;\N;0;0;\N
3129;0;86;4;2;3;1;4;5;6;68;37067;4;G8Y 7C7;4;;3;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1979;\N;0;\N;-1;\N;\N
3130;0;86;4;3;6;1;2;2;4;68;37067;4;G9A 3X4;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1945;\N;0;\N;0;\N;\N
3131;10;2;1;2;7;1;2;2;2;55;23027;3;G1L 2R1;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1985;\N;0;\N;-1;0;\N
3132;10;2;1;2;4;1;3;2;4;55;23027;3;G1J 2P6;1;;2;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1982;\N;0;\N;-1;\N;\N
3126;0;86;4;2;7;1;5;3;6;69;37067;4;G9A 5E1;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1981;\N;-1;\N;-1;\N;\N
3127;0;86;4;3;4;1;5;3;6;69;37067;4;G9A 5E1;4;;2;1;-1;0;\N;\N;\N;-1;-1;0;-1;3126;0;1983;\N;0;\N;0;\N;\N
3128;0;92;5;1;4;1;2;2;4;0;36033;4;G9N 1J1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1954;\N;0;\N;0;\N;\N
3124;0;86;4;3;5;1;4;2;2;68;37067;4;G9A 1P3;2;;2;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1958;\N;0;\N;0;\N;\N
3117;0;2;1;2;5;1;2;2;2;53;23027;3;G1E 3V9;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1956;\N;0;\N;-1;\N;\N
3118;0;2;6;2;7;1;5;5;6;60;23027;3;G1Y 3G2;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
3119;0;2;1;2;6;3;2;3;3;53;23027;3;G1E 4L4;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1944;\N;0;\N;-1;0;\N
3120;10;2;1;2;4;1;5;5;5;55;23027;3;G1L 3Z7;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;-1;\N;-1;\N;\N
3121;0;104;14;2;6;1;4;6;2;37;66023;6;H1H 5B9;2;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1954;\N;0;\N;-1;0;\N
3122;0;104;14;2;2;1;3;3;2;46;66023;6;H2R 1K5;2;;4;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1982;\N;0;\N;0;0;\N
3123;3;2;1;2;2;3;5;2;3;55;23027;3;G1K 6K1;3;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1988;\N;0;\N;-1;\N;\N
3114;0;92;5;2;4;1;6;2;3;0;36033;4;G9N 4K2;2;;3;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1961;\N;0;\N;0;\N;\N
3115;4;2;1;2;5;1;3;2;2;55;23027;3;G1S 4M8;1;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1979;\N;0;\N;-1;\N;\N
3116;0;86;4;3;7;1;5;2;3;68;37067;4;G9A 1R8;4;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1985;\N;0;\N;-1;\N;\N
3182;0;104;14;3;5;2;6;2;2;0;65005;13;H7T 1J3;2;;1;1;0;0;\N;\N;\N;-1;0;0;-1;2962;1;1979;\N;0;\N;0;\N;\N
3112;0;88;8;2;4;1;4;6;4;43;66023;6;H1V 1L9;2;;3;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1971;\N;0;\N;-1;\N;\N
3111;2;2;1;2;7;3;2;2;3;55;23027;3;G1R 1G7;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1975;\N;0;\N;-1;0;\N
3113;0;104;14;2;6;1;6;6;5;44;66023;6;H2M 2K7;4;;1;2;0;0;\N;\N;\N;0;-1;-1;0;0;0;1946;\N;0;\N;0;0;\N
3108;0;2;1;2;5;1;5;2;3;60;23027;3;G1V 1R8;2;;3;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1954;\N;-1;\N;-1;\N;\N
3109;0;2;1;1;5;1;5;2;3;60;23027;3;G1V 1R8;2;;3;1;0;0;\N;\N;\N;-1;-1;0;-1;3108;1;1955;\N;0;\N;0;\N;\N
3110;3;2;1;2;4;3;2;2;1;55;23027;3;G1K 3T7;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
3100;0;88;8;2;6;1;2;5;3;43;66023;6;H1V 1R9;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1941;\N;0;\N;-1;0;\N
3101;0;115;25;2;4;1;4;5;5;15;58227;16;H0H 0H0;4;;2;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1957;\N;0;\N;-1;0;\N
3102;0;114;24;2;6;1;2;5;5;43;66023;6;H1V 1P3;2;;4;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1955;\N;0;\N;-1;-1;88
3103;0;88;8;2;2;1;3;5;3;46;66023;6;H2R 2G2;2;;4;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1981;\N;0;\N;-1;0;\N
3104;0;88;8;2;5;1;2;3;2;43;66023;6;H1M 1A4;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1979;\N;0;\N;-1;\N;\N
3105;0;88;8;2;4;1;5;2;5;43;66023;6;H1L 2K9;2;;4;3;-1;0;\N;\N;\N;-1;-1;0;-1;3074;0;1956;\N;0;\N;-1;\N;\N
3106;0;114;24;2;6;1;2;5;5;45;66023;6;H1X 3G2;2;;4;1;-1;0;\N;\N;\N;0;0;-1;0;0;0;1949;\N;0;\N;0;-1;\N
3107;0;88;8;2;4;1;2;3;5;33;66023;6;H4G 2W3;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1964;\N;0;\N;-1;\N;\N
3098;0;2;1;2;7;1;6;2;5;60;23027;3;G1X 3C5;2;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1983;\N;0;\N;-1;0;\N
3099;0;86;4;2;7;1;4;6;5;68;37067;4;G9A 2G1;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1953;\N;0;\N;-1;\N;\N
3097;0;114;24;2;4;1;4;6;6;51;66023;6;H1A 5C5;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1953;\N;0;\N;-1;0;\N
3096;0;104;14;2;4;3;4;2;5;37;66023;6;H1G 5M1;2;468;3;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1977;\N;0;\N;0;0;\N
3087;0;92;5;2;4;1;6;6;6;0;37235;4;G0X 3J0;2;;3;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1965;\N;0;\N;-1;0;\N
3088;0;88;8;2;7;3;4;5;4;43;66023;6;H1V 3B6;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1973;\N;0;\N;-1;0;\N
3089;0;114;24;2;5;2;2;2;2;45;66023;6;H1Y 0B4;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1953;\N;0;\N;-1;0;\N
3090;0;114;24;2;6;1;2;6;6;42;66023;6;H2J 3B8;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1945;\N;0;\N;-1;0;\N
3091;0;88;8;3;6;1;2;4;3;45;66023;6;H1W 3C9;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1945;\N;0;\N;0;0;\N
3092;0;2;1;2;5;1;3;6;2;1;25213;12;G6V 7R9;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1977;\N;0;\N;-1;\N;\N
3094;0;104;14;2;4;1;2;3;5;45;66023;6;H2S 2P5;1;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1962;\N;0;\N;0;-1;\N
3085;0;92;5;3;5;3;3;3;3;0;36033;4;G9N 2Z1;2;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1962;\N;0;\N;-1;\N;\N
3086;3;2;1;2;4;3;5;2;6;55;23027;3;G1K 1J2;2;;1;1;0;0;\N;\N;\N;0;-1;-1;-1;3027;1;1985;\N;0;\N;-1;0;\N
3093;0;104;14;4;5;3;6;6;1;45;66023;6;H1Y 2G1;2;;4;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1967;\N;0;\N;0;0;\N
3095;0;104;14;2;4;3;4;2;4;37;66023;6;H1G 5M1;2;;4;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1972;\N;0;\N;-1;0;\N
3082;0;2;1;2;4;1;5;5;6;54;23027;3;G1H 4V5;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
3083;0;104;14;2;6;1;5;5;1;37;66023;6;H1G 6B4;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1947;\N;0;\N;0;\N;\N
3084;0;104;14;2;7;2;2;2;3;37;66023;6;H1G 3S2;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1966;\N;0;\N;0;\N;\N
3080;0;88;8;2;2;1;3;3;3;0;55030;16;J0L 1P0;2;;2;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1985;\N;0;\N;0;\N;\N
3081;0;88;8;2;7;3;2;3;4;43;66023;6;H2L 4A7;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1963;\N;0;\N;-1;\N;\N
3068;0;88;8;2;4;1;2;4;4;43;66023;6;H1W 1M5;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1979;\N;0;\N;-1;0;\N
3069;0;88;8;2;4;3;3;6;4;43;66023;6;H1W 3L8;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1980;\N;0;\N;-1;0;\N
3070;0;88;8;2;4;3;2;6;5;45;66023;6;H2S 0A7;2;6552;3;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
3071;0;88;8;3;2;3;3;2;2;46;66023;6;H2P 2K8;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1981;\N;0;\N;-1;\N;\N
3072;0;114;24;2;4;1;3;5;6;45;66023;6;H2E 2B1;4;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1983;\N;0;\N;-1;0;\N
3073;0;88;8;2;4;3;2;2;4;45;66023;6;H1Y 2Y7;2;;3;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1980;\N;0;\N;-1;\N;\N
3074;0;114;24;2;6;1;2;4;4;43;66023;6;H1N 1X7;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1952;\N;-1;\N;-1;0;88
3075;0;88;8;2;4;1;2;6;6;43;66023;6;H1L 3A2;4;;2;3;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1962;\N;0;\N;-1;\N;\N
3076;0;114;24;2;4;1;2;4;4;43;66023;6;H1W 2Z7;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1983;\N;0;\N;-1;0;\N
3125;0;2;6;2;2;1;3;2;2;60;23027;3;G1S 3P8;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1985;\N;0;\N;-1;\N;\N
3077;0;2;1;1;5;1;2;2;2;0;34048;3;G3I 3E1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1960;\N;0;\N;0;\N;\N
3079;0;104;14;2;5;3;6;1;2;37;66023;6;H1G 1K4;4;;2;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1982;\N;0;\N;0;\N;\N
3078;6;2;1;1;4;1;5;2;6;55;23027;3;G1K 3Z8;2;;1;1;0;0;\N;\N;\N;0;0;0;-1;303;1;1957;\N;0;\N;0;\N;\N
3067;0;2;1;2;4;1;6;2;5;54;23027;3;G2N 2C6;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1978;\N;0;\N;-1;\N;\N
3064;2;2;1;2;4;1;2;4;4;55;23027;3;G1R 3J4;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1958;\N;0;\N;-1;0;\N
3065;0;2;1;3;7;2;2;2;2;60;23027;3;G1X 3Z4;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1962;\N;0;\N;0;\N;\N
3066;2;2;1;1;4;3;5;2;4;55;23027;3;G1R 1Y8;2;;1;1;0;0;\N;\N;\N;-1;0;0;-1;3061;1;1982;\N;0;\N;0;\N;\N
3063;0;88;8;2;1;1;1;1;1;43;66023;6;H1W 3L5;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;0;\N;0;\N;-1;0;\N
3062;0;2;1;3;6;1;2;6;2;53;23027;3;G1C 2H2;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1957;\N;0;\N;0;\N;\N
3059;0;88;8;2;2;1;3;5;6;45;66023;6;H1T 3N4;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;-1;\N;\N
3060;0;88;8;2;7;3;2;3;3;42;66023;6;H2J 1K3;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1953;\N;0;\N;-1;\N;\N
3061;2;2;1;2;4;3;5;2;3;55;23027;3;G1R 1Y8;4;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1984;\N;-1;\N;-1;\N;\N
3058;0;2;1;2;2;3;2;2;2;60;23027;3;G1V 0B1;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1982;\N;0;\N;-1;\N;\N
3057;0;104;14;3;6;1;2;3;5;44;66023;6;H2M 2L4;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1935;\N;0;\N;0;\N;\N
3056;0;104;14;2;4;1;6;1;5;0;73010;15;J7E 5T3;2;;2;4;-1;0;\N;\N;\N;0;-1;0;0;0;0;1974;\N;-1;\N;-1;0;\N
3054;0;86;4;2;2;1;3;2;2;68;37067;4;G9A 1P2;1;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1992;\N;0;\N;-1;\N;\N
3055;5;2;1;4;2;1;3;5;3;55;23027;3;G1K 4S2;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1988;\N;0;\N;-1;\N;\N
3052;0;2;1;3;7;1;2;2;3;60;23027;3;G1W 4T2;2;;4;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1928;\N;0;\N;-1;\N;\N
3053;0;2;1;3;6;2;5;6;1;60;23027;3;G1S 1W2;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1949;\N;0;\N;-1;0;\N
3047;0;88;8;2;4;3;5;6;5;43;66023;6;H1L 3J1;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1982;\N;-1;\N;-1;0;\N
3048;0;88;8;2;4;3;5;6;5;43;66023;6;H1L 3J1;2;;1;1;-1;0;\N;\N;\N;0;-1;-1;-1;3047;1;1981;\N;0;\N;-1;\N;\N
3049;0;86;4;3;5;1;3;6;2;64;37067;4;G8T 4H3;2;;4;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1970;\N;0;\N;-1;\N;\N
3050;0;2;1;2;7;1;2;2;4;58;23027;3;G1M 1S5;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1977;\N;0;\N;-1;0;\N
3051;0;88;8;2;6;1;2;4;3;30;66023;6;H1L 1A9;2;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;1;1944;\N;0;\N;-1;\N;\N
3043;0;88;8;2;4;1;2;5;5;51;66023;6;H1B 1Z7;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1967;\N;0;\N;-1;0;\N
3044;0;88;8;3;4;1;2;6;6;42;66023;6;H2J 3Z1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1955;\N;0;\N;0;\N;\N
3045;0;88;8;2;4;1;2;5;5;42;66023;6;H2X 2K4;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1956;\N;0;\N;-1;0;\N
3046;5;2;1;2;6;1;5;2;5;55;23027;3;G1K 1T7;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1952;\N;0;\N;-1;0;\N
3042;0;88;8;2;7;1;2;2;3;44;66023;6;H2L 2J4;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1968;\N;0;\N;-1;\N;\N
3041;0;92;5;2;7;1;2;6;2;0;36033;4;G0X 1L0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1957;\N;0;\N;-1;\N;\N
3040;3;2;1;2;4;3;5;2;6;55;23027;3;G1K 3N5;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
3032;0;88;8;2;2;1;3;3;2;41;66023;6;H3K 2R5;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;-1;\N;\N
3033;0;88;8;3;4;1;2;6;6;43;66023;6;H1L 3N1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1973;\N;0;\N;0;\N;\N
3034;0;114;24;2;4;1;5;4;4;43;66023;6;H1V 2V4;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1977;\N;0;\N;-1;0;\N
3035;0;88;8;2;6;1;2;2;3;45;66023;6;H1X 1Y9;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1946;\N;0;\N;-1;0;\N
3036;0;88;8;2;5;3;2;3;3;40;66023;6;H2K 2R4;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1972;\N;0;\N;-1;0;\N
3037;0;92;5;2;4;1;4;2;5;0;36033;4;G9N 1K8;2;;4;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1975;\N;0;\N;-1;0;\N
3038;0;92;5;2;4;1;2;6;6;0;36033;4;G9N 1E2;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1982;\N;0;\N;-1;0;\N
3039;0;2;1;2;4;3;2;2;4;60;23027;3;G1X 2T8;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1972;\N;0;\N;-1;\N;\N
3030;0;2;1;3;5;1;2;6;3;56;23027;3;G2B 5G8;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1971;\N;0;\N;-1;\N;\N
3031;0;92;5;2;4;1;2;2;3;0;36033;4;G9N 2S7;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;0;\N;0;\N;-1;0;\N
3029;0;86;4;2;5;1;5;2;3;64;37067;4;G8T 8N2;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1958;\N;0;\N;0;0;\N
3025;0;86;4;3;6;2;2;2;4;69;37067;4;G8Y 6S7;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;0;\N;0;\N;-1;\N;\N
3026;0;88;8;2;4;1;2;2;5;0;63048;14;J5M 2A4;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1986;\N;0;\N;-1;\N;\N
3027;3;2;1;2;4;3;5;2;5;55;23027;3;G1K 1J2;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1986;\N;-1;\N;-1;0;\N
3023;3;2;1;2;5;1;2;2;2;55;23027;3;G1L 2P4;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1983;\N;0;\N;-1;0;\N
3024;0;104;14;1;4;1;6;6;5;43;66023;6;H1W 3H9;1;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;1;1953;\N;0;\N;-1;\N;\N
3028;0;104;14;2;1;1;1;1;1;37;66023;6;H1G 3V5;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1948;\N;0;\N;-1;0;\N
3020;0;86;4;2;5;1;2;6;3;64;37067;4;G8T 8Z5;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1915;\N;0;\N;-1;\N;\N
3021;0;2;1;2;7;1;6;4;4;0;22045;3;G0A 3K0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1968;\N;0;\N;-1;0;\N
3022;1;2;1;2;2;1;2;6;2;55;23027;3;G1S 3S5;2;;2;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1978;\N;0;\N;-1;\N;\N
