"NoDemandeService";"NoMembre";"NoAccorderie";"TitreDemande";"Description";"Approuve";"Supprimer";"Transmit";"DateDebut";"DateFin"
"2522";"6301";"115";"URGENT URGENT AIR CLIMATISÉE À POSER";"URGENT BESOIN DE QUELQU'UN POUR POSER MES AIRS CLIMATISÉES DE FENÊTRES , TRÈS URGENT , MERCI MERCI ";"-1";"-1";"0";"2017-05-15";"2017-05-17"
"2523";"8440";"2";"Garde chaton et promenade chien";"Nous recherchons un ou une accordeur(e) pour garder nos animaux le week end du samedi 20 au lundi 22 inclus.

Il s'agit d'un chaton a garder à la maison du pet sitter et d'un chien à venir nourrir et sortir 2x par jour. Nous habitons dans le vieux Québe";"-1";"-1";"0";"2017-05-15";"2017-05-20"
"2524";"8464";"114";"Couturière ou couturier  expérimentéE";"J'aimerais trouver quelqu'un qui puisse confectionner des pantalons à l'aide d'un patron et qui peut faire quelques réparations sur vêtements usés mais que je me refuse à jeter :) ";"-1";"0";"0";"2017-05-15";"2018-05-15"
"2525";"8464";"114";"cours espagnol ";"je connais environ 10 mots en espagnol mais j'aimerais voyager en Colombie l'an prochain donc il me faudrait quelqu'un capable de m'enseigner les bases et qui sait peut-être avec qui éventuellement faire la conversation :) ";"-1";"0";"0";"2017-05-15";"2018-05-15"
"2526";"5330";"109";"réalisation d'un court vidéo";"à la recherche d'une personne ayant l'équipement et le temps pour m'aider à al réalisation d'un court vidéo avant le 25 mai 2017";"-1";"-1";"0";"2017-05-16";"2017-05-26"
"2527";"7865";"104";"travaux sur panneau électrique";"Mon breaker de salon a temdance a sauter lete a cause de mon A/C. jaurais besoin daide pour reconfigurer soit le panneau ou le fil de mon AC pour lempecher de sauter le breaker.";"-1";"0";"0";"2017-05-18";"2017-06-16"
"2528";"7865";"104";"probleme de surcharge de breaker";"jai un probleme dans mon salon car mon breaker saute souvent quand je branche mon AC. Jaurais besoin daide pour soit séparer les prises sur 2 breakers, ou modifier le cablage de mon AC pour quil prenne moins damperage (si c possible).";"-1";"0";"0";"2017-05-18";"2017-06-09"
"2529";"7865";"104";"réparation lecteur blu ray";"jai un probleme avec mon blu ray, la porte ne veut plus ouvrir. Il faudrait donc remplacer le petit anneau de caoutchouc dedans car on entend le moteur marcher donc cest pas ca le probleme.";"-1";"0";"0";"2017-05-18";"2017-06-09"
"2530";"8269";"109";"entretien de plate bandes ";"faire menage dans les plates-bandes : enlever mauvaises herbes etc... ";"-1";"-1";"0";"2017-05-19";"2017-06-19"
"2531";"8269";"109";"ENTRETIEN PLATES-BANDES ";"NETTOYER PLATES BANDES ";"-1";"-1";"0";"2017-05-19";"2017-06-19"
"2532";"8378";"117";"Aide manuelle pour charger et décharger (branches de cèdres) ";"Besoin d'aide dimanche 21 mai 2017 entre 9h 12h pour charger chez moi et décharger à  la déchetterie, ma remorque de branches de cèdres. Mon adresse 29 ave Roberval. ";"0";"-1";"0";"2017-05-20";"2017-05-22"
"2533";"8378";"117";"Aide pour charger et décharger remorque (branches de cèdres) ";"Besoin d'aide le dimanche 21 mai 2017 entre 9h et 12h pour charger chez moi ( 29 ave Roberval) et décharger à la déchetterie des branches de cèdres dans ma remorque. Merci. ";"-1";"0";"0";"2017-05-21";"2017-05-22"
"2534";"1892";"104";"poser un petit air climatisé ";"n importe quel jour selon vos disponibilitées . merci 
";"-1";"-1";"0";"2017-05-21";"2017-05-31"
"2535";"4040";"109";"Entretien extérieur";"Besoin pour ménage et planter des fleurs dans une plate-bande, carré de rhubarbe et faire le tour d'un arbre.";"-1";"-1";"0";"2017-05-22";"2017-05-28"
"2536";"8269";"109";" plates-bandes";"nettoyer plates bandes : enlever mauvaises herbes, retourner la terre et decouper les bordures ";"-1";"-1";"0";"2017-05-22";"2017-06-15"
"2537";"8343";"88";"Électronique - réparation de table tournante";"Cherche une personne habile avec l'électronique audio pour m'enseigner la réparation de système de son analogique. ";"-1";"0";"0";"2017-05-22";"2017-08-30"
"2538";"6669";"114";"Mécanique : frein de Scooter";"Bonjour,
J'ai besoin de faire réparer le frein gauche de mon Scooter. Le frEinstein est fonctionnel, mais il est tourné vers le bas sur la poignée ";"-1";"0";"0";"2017-05-25";"2017-06-30"
"2539";"8504";"86";"Menus travaux";"Transporter des petits meubles et planches dans un trailer";"-1";"0";"0";"2017-05-23";"2017-05-23"
"2540";"8445";"2";"Perfectionnement en anglais";"Je cherche quelqu'un pour m'aider à perfectionner mon anglais : vocabulaire, syntaxe, grammaire, dans le but de trouver un emploi dans la rédaction.
Merci d'avance :)";"-1";"-1";"0";"2017-05-23";"2017-06-23"
"2541";"5886";"112";"Travaux manuels";"Besoin d'aide pour creuser et enlever des fils électriques.
Apportez votre pelle.";"-1";"-1";"0";"2017-05-23";"2017-07-23"
"2542";"4657";"112";"Travaux manuels";"Creuser pour enlever des fils électriques";"-1";"-1";"0";"2017-05-23";"2017-07-23"
"2543";"6956";"92";"Yoga";"Recherche une ou plusieurs personnes pour faire du yoga. Je suis débutante.";"-1";"0";"0";"2017-05-24";"2017-05-25"
"2544";"7826";"115";"Bras et transport";"Je cherche des personnes disponibles pour m'aider à déménager des meubles le 30 juin ou 1 juillet prochain.J'ai besoin d'un transport + des bras.  2 électro (poêle frigo) + meubles. D'un deuxième étage vers un RDC. ";"-1";"-1";"0";"2017-05-28";"2017-06-30"
"2545";"1442";"86";"je demenage !";"j'aurais besoin d'un véhicule pour déménager ! de trois-rivières a Montréal ! mais bien trouvent dans un lokeur sur st Maurice a trois-rivières ! pour le premier avril merci davance communiquer avec moi par telephonne au 5143484118";"-1";"0";"0";"2018-03-25";"2018-04-02"
"2546";"8478";"2";"Accompagnement apprenti-conducteur";"Je viens du Brésil et je fais actuellement un échange de permis de conduire. Je vais passer mon examen pratique le 31 mai prochain. Je m&#8217;entraine à la conduite avec un ami, mais j&#8217;aimerais m&#8217;entrainer un peu plus. Bonne journée !";"-1";"-1";"0";"2017-05-25";"2017-05-31"
"2547";"8478";"2";"Accompagnement apprenti-conducteur";"Je viens du Brésil et je fais actuellement un échange de permis de conduire. Je vais passer mon examen pratique le 31 mai prochain. Je m&#8217;entraine à la conduite avec un ami, mais j&#8217;aimerais m&#8217;entrainer un peu plus. Bonne journée !";"-1";"-1";"0";"2017-05-25";"2017-05-31"
"2548";"6182";"108";"Lavage de plancher";"Ce service devra être fait une fois par mois.";"-1";"-1";"0";"2017-05-25";"2018-05-24"
"2549";"4213";"115";"bras pour demenagement ";"Je cherche des personnes disponibles pour m'aider à déménager des meubles le 07 juin prochain. il ne manque que les bras. 2 électro (laveuse et secheuse) + petits meubles et boites. rez de chaussée demi sous sol. ";"-1";"-1";"0";"2017-05-26";"2017-06-30"
"2550";"4213";"115";"bras pour demenagement";"déménagement de boites, petits meubles et laveuse-secheuse pour le 07 juin. de rez de chaussé au demi sous sol. merci";"-1";"-1";"0";"2017-05-26";"2017-06-08"
"2551";"8512";"86";"aide apprenti-conducteur";"recherche conducteur avec voiture pour pratiques de conduite. km payé.";"-1";"-1";"0";"2017-06-02";"2017-09-01"
"2552";"8512";"86";"Confection de cartes de souhait";"J'aimerais apprendre à confectionner mes propres cartes de souhait.";"-1";"0";"0";"2018-03-10";"2018-06-30"
"2553";"8512";"86";"initiation à l'acrylique";"J'aimerais apprendre à utiliser l'acrylique sur toile.";"-1";"0";"0";"2018-03-10";"2018-06-30"
"2554";"8512";"86";"aide apprenti-conducteur";"recherche conducteur avec voiture pour pratiques de conduite. km payé.";"-1";"-1";"0";"2017-06-02";"2017-09-01"
"2555";"8512";"86";"coupe de cheveux";"Me faire couper la pointe des cheveux.";"-1";"-1";"0";"2017-05-26";"2017-06-30"
"2556";"8512";"86";"initiation au dessin";"Apprendre les bases du dessin";"-1";"0";"0";"2018-03-10";"2018-06-30"
"2557";"8508";"109";"transport";"Besoin d'un transport de la rue St-Michel vers Mi-Vallon pour déplacer un sommier queen.";"-1";"-1";"0";"2017-06-01";"2017-06-04"
"2740";"8512";"86";"Initiation bricolage artistique";"J'aimerais apprendre à bricoler divers objets.";"-1";"0";"0";"2018-03-10";"2018-06-30"
"2558";"8521";"109";"Electricité";"Je cherche une personne ayant des compétences en électricité : le fusible correspondant à la pompe à eau du puisard saute régulièrement. Changer le fusible ne règle le problème que provisoirement (quelques mois).";"-1";"-1";"0";"2017-05-30";"2017-06-30"
"2560";"5064";"111";"Ménage dans construction neuve";"Auto construction pratiquement terminée, besoin d'aide pour lavage des planchers, fenêtres, armoires, etc...";"-1";"-1";"0";"2017-06-06";"2017-06-12"
"2561";"7679";"2";"Bricoleur recherché";"je recherche quelqu'un ayant des habiletés pour réparer une horloge ainsi que de petits travaux manuels de courte durée. Merci";"-1";"-1";"0";"2017-08-25";"2017-09-30"
"2562";"2842";"88";"Jardinage";"Nettoyer une plate-bande.";"0";"-1";"0";"2017-06-05";"2017-06-19"
"2563";"2842";"88";"nettoyer une plate-bande";"Nettoyer une plate-bande.";"-1";"0";"0";"2017-06-14";"2017-06-30"
"2564";"8425";"2";"accompagnement pour un 5@7 politique";"je cherche quelqu'un qui peut m&#8217;accompagner pour un 5à7 politique jeudi soir le 8 juin de 17 à 19h à la brasserie korrigan. de préférence un ou une   habitant(e) de st-roch et st-sauveur . appelez moi pour plus de détail au 581 994 9915. merci ";"-1";"-1";"0";"2017-06-05";"2017-06-09"
"2565";"7918";"88";"Transport en auto a Montreal.";"Transport occasionnel  en auto  .";"-1";"0";"0";"2017-06-05";"2017-06-17"
"2566";"8516";"112";"Poser un mousticaire";"Recherche une personne pour poser un mousticaire";"-1";"0";"0";"2017-06-06";"2017-07-22"
"2567";"8516";"112";"Poser un tapis dans un escalier";"Besoin d'une personne pour poser un tapis dans escalier intérieur";"-1";"0";"0";"2017-06-06";"2017-07-22"
"2568";"8483";"115";"lavage de vitres";"Pour un cottage, 5 fenêtres à 3 panneaux,
1 porte-patio, 5 petites fenêtres.
Merci de votre aide ";"-1";"-1";"0";"2018-07-13";"2019-07-13"
"2569";"7761";"115";"Diagnostic de l'état de mes arbres";"Bonjour, j'ai un terrain  à Acton Vale avec des arbres fruitiers et autres. J'ai besoin que quelqu'un qui s'y connait me dise comment les entretenir.";"-1";"-1";"0";"2018-06-03";"2019-06-03"
"2570";"7761";"115";"Quelqu'un connaissant l'édition de traduction";"Bonjour,
J'ai besoin que quelqu'un me guide dans l'obtention de droits d'auteur pour la traduction d'un livre de l'anglais étatsunien au français.";"-1";"-1";"0";"2017-06-13";"2018-06-13"
"2571";"6540";"2";"chauffeur charlesbourg";"lundi 12 a 7:30";"-1";"-1";"0";"2017-06-10";"2017-06-12"
"2572";"8531";"115";"Menu travaux excavation";"Avec la pluie, avons roulé sur le gazon, cela a fait des ornières, avons besoin d'un nivelage du terrain pour pouvoir remettre du gazon";"-1";"-1";"0";"2017-06-11";"2017-10-29"
"2573";"8531";"115";"Nivelage du terrain";"Suite aux grosses pluies, le terrain est rempli d'ornières, avons besoin de quelqu'un qui sait conduire un petit tracteur/pelle et/ou tracteur rouleau/compacteur.";"-1";"-1";"0";"2017-06-11";"2017-07-21"
"2844";"9051";"119";"jardinage";"demande pour jardinage";"-1";"0";"0";"2018-06-08";"2018-06-08"
"2579";"4764";"112";"déménagement de piano";"J'aurai besoin éventuellement de faire déménager un piano (petit) d'appartement, à partir de la Salle du Parvis à Sherbrooke, jusqu'à Frontenac.";"-1";"-1";"0";"2017-06-22";"2018-07-27"
"2574";"7887";"112";"aide pour peinturer";"Besoin d'aide pour faire de la peinture intérieure au 2iem étage. Pour me contacter 819-583-2666";"-1";"0";"0";"2017-06-15";"2017-08-15"
"2575";"7290";"109";"recherche un chat pour manger mes souris";"J'habite dans un vieux batiment près de la station Atwater et mes trappes à souris disparaisent (!) Je voudrais un chat assez malin pour une semaine ou deux, le temps de régler notre problème.
";"-1";"-1";"0";"2017-06-17";"2017-07-27"
"2576";"8531";"115";"tireur de joints";"Quelques joints à tirer, je ne trouve personne";"-1";"-1";"0";"2017-06-17";"2017-09-30"
"2577";"3379";"2";"Accompagnement Piscine";"Trouver quelqu'un avec qui aller faire des longueurs en piscine municipale";"-1";"-1";"0";"2017-06-18";"2017-09-30"
"2578";"4491";"2";"Spécialiste de la musique électronique";"Salut! J'ai besoin de tes services-conseil pour des musiques ambient, chillout, dub, lounge. Tu peux m'aider à acheter les bons titres selon mes besoins. Merci!";"-1";"-1";"0";"2017-06-20";"2017-09-22"
"2580";"8478";"2";"Accompagnement apprenti-conducteur";"Je viens du Brésil et je fais actuellement un échange de permis de conduire. J&#8217;aimerais m&#8217;entrainer un peu avant mon examen pratique, mais je n&#8217;ai pas une voiture&#8201;! Je voudrais savoir si quelqu&#8217;un pourrait m&#8217;accompagner";"-1";"-1";"0";"2017-06-22";"2017-07-20"
"2581";"8423";"2";"Tarot";"J'aimerais savoir si qqn offre le service de tarot (cartomancie).  Je suis en période de réorientation professionnelle et je m'interroge sur mon avenir personne et professionnel";"0";"-1";"0";"2017-06-25";"2017-07-25"
"2582";"8381";"115";"Cours de djembé, tam tam, percussions";"Je n'ai pas d'instrument. Je me déplace en vélo ou autobus..";"-1";"-1";"0";"2017-06-25";"2017-07-25"
"2583";"7515";"88";"reparation de tondeuse à barbe";"Na tondeuse à barbe a pris l'eau dans le secteur de Hochelaga.";"0";"-1";"0";"2017-06-26";"2017-07-26"
"2584";"8101";"114";"Petit déménagement";"Bonjour,
j'ai un pupitre de bureau Ikea et un fauteuil à déménager avant vendredi soir. 
Merci!";"-1";"0";"0";"2017-06-28";"2017-07-01"
"2585";"8599";"108";"accompagnement recherche logement";"recherche de logement";"-1";"0";"0";"2017-06-28";"2017-06-28"
"2586";"8563";"114";"Cours de chant";"Je cherche quelqu'un pour me donner quelques bases de chant.";"-1";"0";"0";"2017-07-18";"2017-08-31"
"2587";"8132";"2";"Accompagnement pour personne âgée ";"Mon père est en chaise roulante. Il vient au mariage dej mon fils samedi le 8 juillet de 16 h à 22 h au plus tard. Je cherche un accompagnateur.418-634-1530. Merci.";"-1";"-1";"0";"2017-07-01";"2017-08-09"
"2588";"8090";"114";"Mettre 2 ordinateurs Mac en réseau";"Je veux pouvoir utiliser mon macbook pro via mon imac pour faire des recherches avancées avec adobe acrobat pro qui est sur mon macbook pro. Acrobat pro ne fonctionne pas sur mon imac et j'ai souvent besoin de faire des recherches avec ce logiciel.";"-1";"-1";"0";"2017-07-07";"2018-07-07"
"2589";"8621";"112";"Homme à tout faire";"Besoin d'aide pour aménagement";"-1";"0";"0";"2017-07-09";"2017-08-09"
"2590";"8621";"112";"Garde d'animaux domestiques";"Besoin de quelqu'un pour garder animaux lors de mes voyages";"-1";"0";"0";"2017-07-09";"2017-08-31"
"2591";"7795";"113";"Gardiennage d'enfant";"Cherche d'une personne qui pourra garder un enfants en soirée. Disponibilité à confirmer. Pour me contacter appelez au 514.759.0697 poste 224";"-1";"0";"0";"2017-07-14";"2017-08-14"
"2592";"8607";"115";"chambre";"recherche une chambre  du 1 août jusqu à environ la mi-septembre secteur Brossard,St-Lambert,St-Hubert,Laprairie,Longueuil en échange de travaux et autres services.Je suis semi retraité,non fumeur,très honnête,calme,respectueux,propre,sociable Merci";"-1";"-1";"0";"2017-07-17";"2017-09-30"
"2593";"4155";"109";"Transport pour table de cuisine";"J'ai besoin d'une camionnette ou d'un trailer pour aller chercher une table carré de 36'' et 30'' de haut à St-Isidore de Cliffton à 40 minutes de Sherbrooke. Je vais défrayer les coûts d'essence. ";"-1";"-1";"0";"2017-07-14";"2017-07-31"
"2594";"8586";"114";"modification de vêtements";"Je dois modifier des pantalons pour quelqu'un qui devient sans mobilité. Relativement urgent...
Merci d'avance!";"-1";"-1";"0";"2017-07-17";"2017-08-17"
"2595";"8637";"88";"Déménagement de Parc-Ex à Ho-Ma";"Ch. voiture pour déménager. 
10 percussions !! (tailles moyennes)
1 petite bibliothèque.
Vêtements. Affaires de bureau. Etc.
";"-1";"0";"0";"2017-07-24";"2017-07-31"
"2596";"4305";"109";"d heserbage  de fleurs ";"j aimerais avoir quelqu un pour aide a deherber mes fleurs merci j habite dans  l est
merci ";"-1";"-1";"0";"2017-07-18";"2017-08-17"
"2597";"4305";"109";"desherbage de fleurs ";"j  ainerais avoir de l aide pour desherber ma rocaille ";"0";"-1";"0";"2017-07-18";"2017-08-17"
"2598";"8550";"88";"Photographe ";"Bonjour je suis a la recherche d'un photographe pour prendre des photos d&#8217;une artiste lors d&#8217;un gala d'art multidisciplinaire ""MTL Uncovered&#8221;, le 18 Aout 2017 de 7pm a 10pm. Très relaxe avec belle ambience musique, arts visuelle et nourr";"-1";"0";"0";"2017-07-19";"2017-08-18"
"2599";"8550";"88";"Aide générale";"Bonjour je suis a la recherche d'un assistant pour surveiller une petite table d&#8217;artiste lors d&#8217;un gala d'art multidisciplinaire le 18 Aout 2017 de 7pm a 10pm. Très relaxe avec musique, arts visuelle et nourriture.";"-1";"0";"0";"2017-07-19";"2017-08-18"
"2600";"8550";"88";"Videographe";"Bonjour je suis a la recherche d'un quelqu&#8217;un pour enregistrer la performance de 30 min d&#8217;une artiste lors d&#8217;un gala d'art multidisciplinaire le 18 Aout 2017 de 7pm a 10pm. Ambience relaxe avec musique, arts visuelle et nourriture. Theat";"-1";"0";"0";"2017-07-19";"2017-08-18"
"2601";"4305";"109";"plombier ou homme a tout faire ";"j aimerais une personne pour changer une toilette merci
";"-1";"-1";"0";"2017-07-20";"2017-08-05"
"2602";"4172";"2";"Soutien pour une aidante ";"Bonjour à tous et à toutes, j'aimerais parfois avoir du soutien pour accompagner à la maison une personne agée invalide avec des soins particuliers (la garder un moment). Le soutien demandé sera sur demande uniquement, merci de correspondre par courriel";"-1";"-1";"0";"2017-07-21";"2017-09-30"
"2603";"4040";"109";"Entretien extérieur";"Séparer une vivace, enlever de la tourbe autour d'une plate-bande et désherber.  La personne doit être assez forte.";"-1";"-1";"0";"2017-07-23";"2017-08-06"
"2604";"8337";"115";"Remplacement plancher de bois";"Remplacer quelques lattes de plancher de bois franc abîmé pour que tout se coordonne";"-1";"-1";"0";"2017-07-26";"2017-09-30"
"2605";"6996";"2";"apprentissage de la batterie";"apprentissage de la batterie/du drums (cours )";"-1";"-1";"0";"2017-07-29";"2017-08-29"
"2606";"8624";"112";"aprrendre le tricot";"pendant les journées scolaire";"-1";"0";"0";"2017-07-31";"2017-12-21"
"2607";"8396";"88";"travaux menuiserie";"besoin d'aide pour installer des moulures en bois avec un pistolet a clou, merci";"-1";"-1";"0";"2017-07-31";"2017-08-14"
"2608";"6322";"117";"Jardinage";"Bonjour,
Chantal cherche de l'aide pour quelques heures pour faire du sarclage et rechausser ses pommes de terre. Elle habite devant le fleuve à Pointe-aux-Outardes. Vous pouvez la contacter en privé au numéro suivant: 418-567-8149
Merci et passez un be";"-1";"0";"0";"2017-08-01";"2017-08-07"
"2609";"8345";"2";"conducteur";"bonjour
je cherche quelqu'un pour venir avec moi a mon examen de conduite avec ma voiture je n'est qu'un apprentie conducteur la personne dois avoir un permis valide de classe 5 et ce depuis plus de 3ans merci pour le 2 novembre 2017 15h00";"-1";"-1";"0";"2017-11-02";"2017-11-03"
"2610";"4308";"114";"Entretien Menager";"Besoin de quelqu'un pour entretien ménager standard à l'occasion. ";"-1";"0";"0";"2017-08-04";"2017-12-23"
"2611";"5698";"115";"netoyage des goutiere";"je suis a la recherche de quelqun pour venir nettoyer les goutiere de la maison. des plante y pousse dedans. doit avoir l'equipement!

merci";"-1";"-1";"0";"2017-08-07";"2017-08-31"
"2612";"7004";"109";"Pratique - Danses latines";"Je cherche quelqu'un qui connait les danses latines afin de pratiquer celles-ci. Je suis des cours depuis quelques temps, mais je n'ai personne pour pratiquer entre ceux-ci.";"-1";"-1";"0";"2017-08-07";"2017-09-25"
"2613";"8421";"88";"peinture extérieure";"peinturer un escalier de fer forgé en totalité ou en partie. Le primer est déjà fait.";"-1";"-1";"0";"2017-08-08";"2017-10-08"
"2614";"8664";"104";"Ménage extérieur";"Consiste à libérer le dessous d'une terrasse de divers pièces de bois ou déchets de construction";"-1";"-1";"0";"2017-08-20";"2017-09-30"
"2615";"8685";"112";"réparation d'ordinateur";"Je cherche quelqu'un qui pourrait enleer le virus que j'ai dans mon ordinateur.";"-1";"0";"0";"2017-08-10";"2017-09-10"
"2616";"8345";"2";"Limousine";"Cherche une limousine ou voiture antique pour mon mariage le 2 septembre merci";"-1";"-1";"0";"2017-08-10";"2017-09-03"
"2617";"5044";"2";"Rénovation d'une résidence";"Je suis à la recherche de gens pouvant aider Marie-Ange, une femme en urgence de réparations à son immeuble, dans Limoilou. 
SVP me contacter au 418-623-9786.";"-1";"-1";"0";"2017-08-11";"2018-01-01"
"2618";"8407";"115";"Gardienne";"J'aurais besoin d'une gardienne fiable capable de venir chez moi 1 soir aux 2 semaines. Jai deux filles. Une de 2 ans et l'autre de 3 ans. J'habite à Longueuil pres de l'hopital Pierre Boucher.";"-1";"-1";"0";"2017-08-12";"2017-12-30"
"2619";"2342";"2";"Aide tâches diverses à la campagne";"Bonjour! Je cherche 1-2 personnes plutôt fortes pour différentes tâches à ma maison de campagne (1h30 de Qc): transporter petits et gros objets, tondre pelouse, etc. Vue panoramique, repas fournis, frais déplacement remboursés (possibilité de transport).";"-1";"-1";"0";"2017-08-15";"2017-10-15"
"2620";"7930";"109";"Entretien vélos ";"J'ai récupérer des vélos pour mes enfants et moi. Ils ont besoin d'un entretien (graisse, freins, gonfler pneus, etc...), d'ajustements, ajout de petites roues, etc...

Je peux vous apporter les vélos ce weekend (19-20 août) avec mon auto.

Merci";"-1";"-1";"0";"2017-08-16";"2017-09-30"
"2621";"5590";"112";"mise en conserve maison";"pour apprendre comment mettre en conserve (pot mason) sauces, soupes et autres.";"-1";"0";"0";"2017-08-17";"2017-09-11"
"2622";"8633";"109";"Réparation d'un lave-Linge";"Ça a l'air d'être un problème mécanique, l'essorage ne veut pas se finir, puis petit à petit, le tambour se met à faire plus de bruit. Il semblerait qu'il ne tourne pas tout à fait dans l'axe.";"-1";"-1";"0";"2017-08-22";"2017-08-31"
"2623";"8374";"2";"Linux";"Bonjour je cherche une personne pour me montrer comment installer et mettre a jour le systeme Linux
Je suis débutant
Merci 
Francois Paré
contact: francoispare@mail.com";"-1";"-1";"0";"2017-08-24";"2017-10-05"
"2624";"8378";"117";"Étendre de la terre noire";"Besoin d'aide pour pelleter et étendre de la terre noire sur mon terrain.";"-1";"0";"0";"2017-08-24";"2017-09-03"
"2625";"8607";"115";"remisage,stationnement";"Bonjour,je recherche un espace pour remiser ma camionnette pour une période d un à deux mois à compter du milieu du mois de septembre 2017...Merci Guy 438-345-8589";"-1";"-1";"0";"2017-08-26";"2017-09-30"
"2626";"8730";"2";"aide aux ménage ";"salut je suis déménager il a deja 2 mois mais je n'arrive pas a prendre le dessus je recherche donc de l'aide pour placer(trier plier   du linge) ,pour le ménage tache diverse .Toute aide serait apprécier je suis vraiment désesperer merci d'avance";"-1";"-1";"0";"2017-08-27";"2017-09-08"
"2627";"8421";"88";"peinture intérieure";"Peinturer les plafonds d'un 4 1/2. Vous pouvez faire en totalité ou simplement 1 ou 2 pièces. selon vos disponibilité. Merci!";"0";"-1";"0";"2017-08-28";"2017-11-28"
"2628";"8421";"88";"peinture garde-robe";"Peinturer 4 garde-robes et 1 garde -manger. Vous pouvez faire en totalité ou simplement 1 ou 2 placards. selon vos disponibilité. Merci!";"0";"0";"0";"2020-10-01";"2020-12-01"
"2629";"8709";"109";"Demande spécial : besoin d'aide pour revendre nos meubles";"Bonjour,

Nous devons quittons le Québec pour le 1er octobre 2017. Connaissez-vous des endroits ou personnes qui peuvent nous aider à vendre meubles, électroménager, voiture... ? Nous aurons également des petites choses à donner.  Merci.";"-1";"-1";"0";"2017-09-01";"2017-09-01"
"2630";"8299";"2";"bricoleur pour recoller une chaise en bois";"Chaise en bois dont les barreaux se sont déboîtés: besoin simplement de serres pour recoller le fond et les barreaux. Merci!";"-1";"-1";"0";"2017-09-03";"2017-09-30"
"2631";"3594";"88";"peinture interieure";"salle de bain";"0";"-1";"0";"2017-11-02";"2017-11-30"
"2632";"3594";"88";"installer hotte de cuisine";"Installer hotte de cuisine. Meme modele que ancienne deja installé.";"-1";"-1";"0";"2017-09-05";"2017-10-31"
"2672";"3594";"88";"peinture interieure";"salle de bain";"-1";"-1";"0";"2017-11-02";"2017-11-30"
"2633";"1474";"2";"professeur de japonnais";"Mon fils de 12 ans trippe sur les mangas et la culture japonaise.
Je cherche quelqu'un pour l'accompagner dans cela à travers l'enseignement de la langue";"-1";"-1";"0";"2017-09-11";"2017-09-30"
"2634";"8090";"114";"Installation d'un luminaire au plafond";"Il faut faire le filage électrique, pas besoin de faire un trou dans le plafond et/ou les murs, le fil peut courir le long du mur et aller directement à la prise électrique.";"-1";"-1";"0";"2017-09-11";"2018-09-11"
"2635";"8729";"114";"informatique";"ordinateur
telephone portable";"0";"-1";"0";"2017-09-13";"2017-11-30"
"2636";"8747";"2";"Sortie Nature";"Bonjour,
Je suis Chloé, bénévole à L'Accorderie.
Je souhaite faire des sorties nature, radonnée pédestre ou vélo durant mon séjour ici. J'aimerais être accompagné de personnes qui connaissent de super places à visiter.
Merci";"-1";"-1";"0";"2017-09-14";"2017-12-17"
"2637";"8772";"109";"transport récurant";"j aurais besoin d'un transport a tout les 2 semaines pour aller faire mon bénévolat à la soupiere le matin à 8h30, dans le quartier Jardins-Fleurie à côté des Galeries 4. saisons.  ";"-1";"-1";"0";"2017-09-14";"2018-06-30"
"2638";"7998";"109";"Aide au jardinage";"J'ai un urgent besoin d'aide au jardin pour poser une bordure de plate-bande et planter des vivaces. Une job assez facile. Vous auriez quelques heures à offrir en bonne compagnie? Et d'ici le 24 septembre? Je ne suis pas disponible les 15 et 16 sept.";"-1";"-1";"0";"2017-09-15";"2017-09-25"
"2639";"7998";"109";"Aide au jardinage";"J'ai un urgent besoin d'aide au jardin pour poser une bordure de plate-bande et planter des vivaces. Une job assez facile. Vous auriez quelques heures à offrir en bonne compagnie? Et d'ici le 24 septembre? Je ne suis pas disponible les 15 et 16 sept.";"-1";"-1";"0";"2017-09-17";"2017-09-25"
"2640";"8667";"111";"peinture et travaux manuels";"laver extérieure de ma maison avec machine à pression.j'ai le nécessaire .Sauf le 21 et 27 septembre";"-1";"0";"0";"2017-09-17";"2017-09-30"
"2641";"3853";"2";"Test";"test";"-1";"-1";"0";"2017-09-23";"2017-09-24"
"2642";"7446";"114";"Rédaction de fiches produits Etsy";"Bonjour, 
Je cherche quelqu'un pour m'aider à étoffer mes fiches produits sur Etsy
Il s'agit d'une boutique de bijoux au crochet
Merci d'avance";"-1";"0";"0";"2017-09-22";"2017-10-31"
"2643";"1892";"104";"menage d automne ";"faire un menage d automne entier pour un 3 1/2 cet automne endroit correcte besoin d aide pour le faire au complet merci  je fais  le repas au besoin  merci de votre aide j en aie besoin ";"-1";"-1";"0";"2017-10-01";"2017-10-19"
"2644";"1892";"104";"lavage entier d automne ";"besoin d aide pour faire mon ménage d automne fait le repas si nécessaire sans problème merci de votre aide endroit correct  ";"-1";"-1";"0";"2017-11-25";"2017-11-19"
"2645";"8777";"114";"Réparation de four";"Mon four éprouve quelques difficultés, j'aimerais votre expertise svp. Merci";"-1";"0";"0";"2017-09-25";"2017-09-27"
"2646";"8777";"114";"Transport Montréal-Sutton / 20 octobre";"J'aimerais un lift le vendredi 20 octobre en pm ou fin de journée. Merci";"-1";"0";"0";"2017-09-25";"2017-09-29"
"2647";"8748";"115";"Besoin de quelqu'un connaissant l'électricité. ";"Je cherche une personne pouvant passer du courant de ma maison à mon atelier. Ainsi que change du 220/120.

Merci milles fois d'avance! ";"-1";"-1";"0";"2017-09-26";"2017-09-26"
